Tiếng Việt,Code-mixed,label
bể bơi trẻ em không dùng được không khuyến cáo cho khách hay có biển báo nước bẩn để trẻ em lội xuống,pool swim trẻ em không dùng được không khuyến cáo for guests hay có signboard nước bẩn để trẻ em lội xuống,neutral
khi khiếu nại sao không thay nước nhân viên mới nói là đang xử lý nhưng tôi cho rằng bể này đã bỏ hoang từ lâu,khi khiếu nại sao không thay nước employees mới nói là đang processed but tôi cho rằng bể này đã bỏ hoang từ lâu,neutral
drap giường bẩn amp cũ ko nên đặt rươu a ma công vào phòng để bán chúng tôi không thích sảnh yasaka trang trí với nhiều chi tiết amp màu sắc trung quốc như vậy không phải lần đầu chúng tôi ở yasaka nên khá thất vọng với cách trang trí tết 2013,drap giường bẩn amp cũ ko nên đặt rươu a ma công vào phòng để bán chúng tôi không thích sảnh yasaka trang trí với nhiều chi tiết amp màu sắc trung quốc như vậy không phải lần đầu chúng tôi ở yasaka nên khá thất vọng với cách decor tết 2013,negative
nhiều màu sắc nóng amp các chi tiết quá rườm rà làm mất chất sang trọng của 1 khách sạn lớn ăn sáng ngon,nhiều màu sắc nóng amp các chi tiết quá rườm rà làm mất chất luxury của 1 khách sạn lớn ăn sáng ngon,neutral
phòng khách sạn quá bé không có của sổ không có hệ thống thông gió nên rất mùi mà không thông báo cho khách thông tin đầy đủ trước khi đặt phòng,hotel room quá bé không có của sổ không có hệ thống thông gió nên rất mùi mà không thông báo for guests infor đầy đủ trước khi book phòng,negative
phòng đi vào ngóc nhác lên xuống khó tìm phòng cũ thiết bị không thuận tiện theo tiêu chuẩn 4 sao,phòng đi vào ngóc nhác lên xuống khó find phòng cũ thiết bị không thuận tiện theo form 4 sao,negative
nhân viên dọn phòng ẩu không sạch rất bụi,cleaning staff phòng ẩu không sạch rất bụi,negative
nhà hàng phụ vụ chậm không đủ thưc ăn sáng ăn tối nấu kém,nhà hàng phụ vụ chậm không đủ thưc ăn sáng ăn tối nấu kém,negative
hướng dăn du lịch thì thiếu chuyên nghiệp ghế nằm bờ biển thiếu,hướng dăn du lịch thì lack of seat professionalism nằm bờ biển thiếu,negative
nhân viên phục vụ tốt địa điểm đẹp nhưng tôi đặt phòng sea view mà lại nhận được phòng nhìn ra bãi rác của nha trang center,good service personnel địa điểm đẹp nhưng tôi đặt phòng sea view mà lại nhận được phòng nhìn ra bãi rác của nha trang center,positive
như vậy là sắp xếp phòng không phù hợp với lựa chọn của khách,như vậy là air room arrangement không suitable cho lựa chọn của khách,negative
chúng tôi hoàn toàn thất vọng với kỳ nghĩ tết vừa qua tại khách sạn này,chúng tôi hoàn toàn  disappointed với kỳ nghĩ tết vừa qua at this hotel.,negative
phòng ốc nhỏ hành lang chật hẹp đèn hành lang của khách sạn thì bị cháy chỉ sáng 2 bóng cho hành lang tầng 1,phòng ốc small lobby chật hẹp đèn hành langcủa hotel thì bị cháy chỉ sáng 2 bóng cho hành lang tầng 1,negative
thang máy bị hư chỉ còn 1 thang hoạt động nên khi có nhiều khách cùng check out thì phải đợi rất lâu,elevator damaged chỉ còn 1 thang hoạt động nên khi có nhiều khách cùng check out thì phải đợi rất lâu,negative
nội thất phòng thì cũ kỹ và cung cách phục vụ khách thì không chuyên nghiệp,room interiors thì cũ kỹ và cung cách phục vụ khách thì không profession,negative
khách sạn nhìn thẳng ra biển có thể ngắm mặt trời mọc,khách sạn nhìn thẳng ra the sea may be able to ngắm mặt trời mọc,neutral
gần trung tâm mua sắm và dạo phố về đêm,near the shopping centre và dạo phố về đêm,neutral
đến nha trang thì khách sạn là sự lựa chọn tối ưu,đến nha trang thì hotel is sự optimal choice,neutral
một kì nghỉ ngắn nhiều kỉ niệm vui với bạn bè quốc tế tại khách sạn,một kì nghỉ ngắn nhiều kỉ niệm vui với bạn bè quốc tế at the hotel,positive
nhân viên phục vụ chu đáo và ân cần,service personnel chu đáo và ân cần,positive
kỳ nghỉ thú vị với tiếng sóng biển và các món ăn từ biển,kỳ nghỉ thú vị với tiếng sóng sea and other món ăn từ biển,positive
thật là tuyệt vời,thật là wonderfull,positive
tôi ở khách sạn yasaka sài gòn nha trang 02 ngày,tôi ở hotel yasaka sài gòn nha trang 02 day,neutral
nhìn chung dịch vụ của khách sạn khá tốt nhân viên khá niềm nở,nhìn chung dịch vụ của the hotel is quite good. nhân viên khá niềm nở,positive
tuy nhiên phòng khách sạn hơi nhỏ lại cách âm ko tốt nên hơi ồn,tuy nhiên hotel room hơi nhỏ lại cách âm ko tốt nên hơi noise,negative
buổi tối muộn có người đi vào nói chuyện to ồn ào trong phòng khó ngủ,buổi tối muộn có người đi vào nói chuyện to so noisy trong room khó sleep,negative
tôi nghĩ khách sạn nên nâng cấp về vấn đề này để cung cấp cho khách hàng dịch vụ tốt nhất tương xứng với tầm cỡ 4 của mình,tôi nghĩ hotel should nâng cấp về vấn đề này để cung cấp for guests hàng good service nhất tương xứng với tầm cỡ 4 của mình,neutral
chúng tôi đã có một kỳ nghỉ thật thú vị ỏ khách sạn này vị trí nằm ngay mặt tiền nhìn ra biển rất thuận tiện để đi dạo hoặc tắm biển nơi này cũng gần chợ siêu thị và trung tâm thương mại ở sát bên cạnh,we had already. có a holiday thật thú vị ỏ this hotel vị trí nằm ngay mặt tiền looking out at the sea is very convenient. để đi dạo hoặc tắm biển nơi này cũng gần chợ siêu thị và commercial centers ở sát bên cạnh,positive
các điểm ăn uống nhất là các món ăn đặc sản của địa phương như nem nướng bánh xèo mực bán căn hải sản cũng không xa,"các điểm ăn uống most importantly, các món ăn đặc sản của địa phương như nem nướng bánh xèo mực bán ceat seafood cũng không xa",positive
nhân vien khách san niềm nở và nhiệt tinh,personel khách san attentive và nhiệt tinh,positive
ăn sáng buffet cũng tạm được phòng ốc cũng khá nhưng có lẽ khách sạn đã xây lâu nên đồ nội thất và trang bị nhà tắm hơi bị xuống cấp,ăn sáng buffet cũng tạm được phòng ốc cũng khá nhưng có lẽ khách sạn đã built lâu nên đồ nội thất và trang bị nhà tắm hơi bị xuống cấp,neutral
tôi đã có 1 kỳ nghỉ thú vị với trải nghiệm nha trang cùng yasaka,tôi đã có 1 kỳ nghỉ thú vị với experience nha trang cùng yasaka,positive
tôi đến đây đúng vào dịp giáng sinh và đã có những buổi tối lãng mạn đi bộ dọc bờ biển gần khách sạn và thưởng thức đêm giáng sinh ấm cúng,tôi đến đây đúng vào dịp giáng sinh và đã có những buổi tối lãng mạn đi bộ dọc bờ biển gần khách sạn và thưởng thức đêm giáng sinh ấm cúng,positive
khách sạn đẹp và có phong cách,beautiful hotels and có phong cách,positive
đặt phòng qua agoda nên lưu ý,book room by agoda nên lưu ý,neutral
phòng standard từ tầng 5 trở xuống phòng nhỏ không có tầm nhìn,phòng standard từ tầng 5 trở xuống small rooms not available có tầm nhìn,neutral
muốn lên tầng trên phụ thu 600 ngàn,muốn lên tầng trên surcharge 600 ngàn,neutral
chúng tôi đi chụp ảnh cưới tại nha trang khi buck phòng qua agoda thấy hình ảnh về phòng của khách sạn cũng ổn nên đã đặt phòng cho 02 đêm,chúng tôi đi chụp ảnh cưới tại nha trang khi book phòng qua agoda thấy hình ảnh về phòng của hotel cũng ổn nên đã đặt phòng cho 02 đêm,neutral
nhưng khi nhận phòng chúng tôi được sắp vào 01 phòng không hề có cửa sổ có cảm giác ngột ngạt như trong 01 cái hộp kín,nhưng khi check in chúng tôi được sắp vào 01 phòng không hề có cửa sổ có cảm giác ngột ngạt như trong 01 cái  box kín,negative
trong khi hy vọng của chúng tôi trước chuyến đi là có được một căn phòng có thể nhìn được ra bãi biển nha trang hoặc it ra cũng view được đường phố để thấy được không khí và cuộc sống hàng ngày của con người nơi đây,trong khi hy vọng của we before the trip đi là có được một căn room might be possible nhìn được ra beaches nha trang hoặc it ra cũng view được đường phố để thấy được không khí và cuộc sống hàng ngày của con người nơi đây,neutral
chúng tôi đề nghị được đổi phòng và trả thêm tiền thì nhận được cái giá cao gấp 2 lần giá trị chúng tôi đã đặt phòng từ trước,chúng tôi đề nghị được đổi phòng và trả thêm tiền thì nhận được cái high price gấp 2 lần giá trị we đã đặt phòng từ trước,neutral
nói chung là thất vọng,generally là thất vọng,negative
là 1 trong những khách sạn 4 sao đầu tiên tại nha trang địa điểm ngay gần sát với biển tại đây có thể ngắm nhìn ra biển khơi mênh mông,là 1 trong những khách sạn 4 sao first at nha trang địa điểm ngay gần sát với biển tại đây có thể ngắm looking out at the sea khơi mênh mông,neutral
nhân viên phục vụ nhiệt tình và họ luôn tươi cười mỗi khi bạn ra hay vào khách sạn,personnel phục vụ enthusiastic và họ luôn tươi cười mỗi khi bạn ra hay vào khách sạn,positive
nội thất phòng ốp gỗ tự nhiên rất đẹp mỗi tội phòng hơi nhỏ cửa phòng không kín nên hơi ồn chút khi có người đi ngoài hành lang,room interiors ốp gỗ tự nhiên rất đẹp mỗi tội steam room nhỏ cửa phòng không kín nên hơi ồn chút khi có người đi ngoài hành lang,neutral
nói chung là ổn,nói chung là ổn,positive
tôi đến yasaka phục vụ mục đích công việc mặc dù phòng nghỉ hơi nhỏ so với suy nghĩ nhưng nhìn chung là chấp nhận được,tôi đến yasaka phục vụ the purpose of work although phòng nghỉ hơi nhỏ so với suy nghĩ nhưng nhìn chung là chấp nhận được,neutral
dịch vụ và con người thân thiện nhìn chung hài lòng về thái độ phục vụ,services and people thân thiện nhìn chung satisfied about service attitudes,positive
bữa ăn sáng hơi ít lựa chọn trong các ngày lưu trú tại đây có thể do có hội thảo nên phục vụ bữa sáng không được tốt,meals sáng hơi ít lựa chọn trong các ngày lưu trú tại đây có thể do có hội thảo nên phục vụ bữa sáng không được tốt,negative
khách sạn nội thất cũ được quản lý kém không thân thiện không nên giới thiệu cho người dùng,old interior hotel được quản lý kém không thân thiện không nên giới thiệu cho người dùng,negative
nếu duoc chọn sẽ chon khách sạn mới hơn,nếu duoc chọn sẽ chon hotel new hơn,neutral
thật sự thất vọng bởi sự xuống cấp của yasaka,thật sự disappointed bởi sự xuống cấp của yasaka,negative
phòng ốc lâu quá không tủ bổ tất cả đều cũ kỹ,phòng ốc lâu quá không tủ bổ all of which cũ kỹ,negative
khách sạn đã xây dựng được hơn một năm nhưng vẫn chưa hoàn thiện,khách sạn đã built được hơn một năm nhưng vẫn chưa complete,neutral
bữa đáng lẽ mình ở phòng trên đồi nhưng lễ tân đã upgrade lên cho mình ở phòng gần hướng biển,bữa đáng lẽ mình ở phòng trên đồi nhưng lễ tân đã upgrade lên cho mình ở phòng gần hướng biển,neutral
resort tương đối yên tĩnh cảnh quan đẹp thoáng mát rất thích hợp để nghĩ dưỡng,resort tương đối yên tĩnh cảnh quan đẹp cool rất thích hợp để nghĩ dưỡng,positive
hiện tại resort vẫn còn vắng khách lắm nên phục vụ ăn uống cũng chưa được chu đáo lắm,hiện tại resort vẫn còn vắng khách lắm nên phục vụ ăn uống cũng chưa được thoughful lắm,neutral
resort nên có dịch vụ đưa đón khách đế thành phố phan thiết và có dịch vụ cho thuê xe gắn máy để du khách có thể tiện đi lại,resort nên having services đưa đón khách đế thành phố phan thiết và having services cho thuê xe gắn máy để visitors can conveniently đi lại,neutral
vị trí thuận lợi ngay trung tâm trước bãi biển nha trang view nhìn ra quang cảnh rất đẹp của biển nha trang,vị trí thuận lợi ngay trung tâm trước beaches nha trang view nhìn ra quang cảnh rất đẹp của biển nha trang,positive
thức ăn buffet sáng cũng ko tệ ăn bữa trưa thì ngon,thức ăn buffet sáng cũng ko tệ ăn bữa trưa thì ngon,positive
do khách sạn chắc cũng lâu năm nên nội thất hơi cũ,do hotel sure cũng lâu năm nên furniture hơi old,neutral
khách sạn 4 sao trên con đường đẹp nhất nha trang ngay bãi biển gần khu trung tâm,khách sạn 4 sao trên con đường đẹp nhất nha trang ngay beaches gần khu trung tâm,neutral
phòng ốc sạch sẽ nhân viên nhiệt tình chu đáo buffet sáng nhiều món ngon,phòng ốc sạch sẽ staff enthusiastic chu đáo buffet sáng ngay tại sảnh ngon,positive
buổi tối có nhiều chương trình ca nhạc ngay tại sảnh rất vui,buổi tối có nhiều chương trình music ngay tại sảnh rất happy,positive
chúng tôi hài lòng về thời gian lưu trú ở yasaka,we rất pleased về thời gian lưu trú ở yasaka,positive
chúng tôi rất hài lòng với kỳ nghỉ này chất lượng phòng tốt diện tích vừa phải phục vụ niềm nở và thức ăn rất ngon,we rất pleased với kỳ nghỉ này chất lượng phòng tốt diện tích vừa phải phục vụ niềm nở và thức ăn rất delicious,positive
khách sạn có bãi tắm cũng rất đẹp và sạch,hotel có bãi tắm cũng rất đẹp và clean,positive
nhưng có 1 chút chưa thật sự thoải mái là make up phòng hơi chậm đến 2 giờ chiều nhưng khi chúng tôi trở về khách sạn nhưng phòng vẫn chưa được dọn,nhưng có 1 chút chưa thật sự thoải mái là make up  room chậm đến 2 giờ chiều nhưng khi chúng tôi trở about the hotel nhưng phòng vẫn chưa được clear,negative
giá cả phục vụ của khách sạn cũng ở mức chấp nhận được,giá cả phục vụ of the hotel cũng ở mức chấp nhận được,positive
một kỳ nghỉ của gia đình khá tốt khi nghỉ ở nha trang 4 ngày nhưng đồ ăn sáng tại khách sạn nên thay đổi món cho khách chứ ko thì đến ngày thứ 2 là đã ko còn muốn ăn sáng phục vụ nhiệt tình tuy nhiên lễ tân ko xuất hoá đơn vat cho khách khi có yêu cầu để về thanh toán cty,a holiday của my family khá tốt khi nghỉ ở nha trang 4 ngày nhưng đồ ăn sáng tại hotel should replace đổi món for guests chứ ko thì đến ngày thứ 2 là đã ko còn muốn ăn sáng phục vụ nhiệt tình tuy nhiên lễ tân ko xuất hoá đơn vat for guests khi có yêu cầu để về thanh toán cty,neutral
địa điểm của khách sạn rất tuyệt nằm ngay trung tâm và cạnh khu mua sắm của thành phố nha trang rất tiện lợi,địa điểm của the hotel rất tuyệt nằm ngay central and cạnh khu mua sắm của thành phố nha trang rất tiện lợi,positive
tuy nhiên phòng của yasaka nhỏ và quá cũ,tuy nhiên phòng của yasaka small và quá old,negative
nhân viên tiếp tân lịch sự làm đúng phận sự nhưng chưa thân thiện,nhân viên tiếp tân lịch sự làm đúng phận sự nhưng chưa friendly,positive
có hai điều làm tôi thất vọng một là hồ bơi quá nhỏ và đóng cửa sớm hai là đồ ăn sáng quá dở và sơ sài nhưng khi chúng tôi mua thêm vé ăn sáng cho các cháu thì lại quá mắc với chất lượng như vậy,có hai điều làm tôi thất vọng một là pool swiming quá nhỏ và đóng cửa sớm hai là đồ ăn sáng quá dở và sơ sài nhưng khi chúng tôi mua thêm vé ăn sáng cho các cháu thì lại quá mắc with such quality.,negative
hài lòng hài lòng hài lòng hài lòng hài lòng hài lòng hài lòng hài lòng hài lòng hài lòng hài lòng hài lòng,satisfied satisfied satisfied satisfied satisfied satisfied satisfied satisfied satisfied satisfied satisfied,positive
khách sạn 4 sao nhưng dịch vụ rất tệ không linh hoạt khi nhận phòng tôi đến ks từ lúc 9h sáng nhưng phải chờ đến 14h chiều mới nhận được phòng điều hòa hỏng nhưng đến lúc chúng tôi trả phòng cùng chưa khắc phục được chúng tôi phải yêu cầu bố trí quạt tiêu chuẩn 4 sao mà dịch vụ giặt ủi phải 9h sáng mới có dịch vụ ăn tối tại phòng thì 21h tối đầu bếp đã nghĩ nói chung dịch vụ không xứng đáng tiêu chuẩn 4 sao,khách sạn 4 sao nhưng dịch vụ rất tệ không linh hoạt khi check in phòng tôi đến ks từ lúc 9h sáng nhưng phải chờ đến 14h chiều mới nhận được phòng điều hòa hỏng nhưng đến lúc chúng tôi trả phòng cùng chưa khắc phục được chúng tôi must require bố trí quạt tiêu chuẩn 4 sao mà washing service ủi phải 9h sáng mới having services ăn tối tại phòng thì 21h tối đầu bếp đã nghĩ in general the service does not xứng đáng tiêu chuẩn 4 sao,negative
nhìn chung ổn vị trí khách sạn khá trung tâm nên đi lại thuận tiện,nhìn chung ổn hotel location khá the center should travel thuận tiện,positive
phòng chất lượng rất kém vệ sinh kém bể bơi bẩn ng bãi biển ko tốt,quality room rất kém vệ sinh kém bể bơi bẩn ng beaches ko tốt,negative
loại phòng standard ở cũng tương đối tốt cho một khách sạn 4 sao có cửa sổ bồn tắm điều hòa tv,loại phòng standard ở cũng tương đối tốt cho a hotel 4 sao có cửa sổ bồn tắm điều hòa tv,positive
phòng sạch sẽ tuy nhiên thiết bị hơi cũ,phòng sạch sẽ tuy nhiên equipment hơi cũ,neutral
hành lang vào phòng hơi chật hẹp,the hallway into the room hơi chật hẹp,negative
ăn sáng của khách sạn phong phú nếu có trẻ em ăn cùng thì phải mua vé ăn hơi đắt,ăn sáng of the hotel phong phú nếu there are children. ăn cùng thì phải mua vé ăn hơi đắt,neutral
khách sạn có bể bơi trên trần nhìn ra biển rất đẹp có khu spa và khu vườn cafe tuyệt đẹp tôi chưa thấy khách sạn 4 sao nào có khu vườn như thế,hotel has bể bơi trên trần looking out at the sea rất đẹp có khu spa và khu vườn cafe tuyệt đẹp tôi chưa thấy khách sạn 4 sao nào có khu garden like that.,positive
hồ bơi nhỏ tiện ích chưa xứng tầm ks 5,hồ bơi small utilities chưa xứng tầm ks 5,negative
ngày nghĩ trùng với dịp ks có hội thảo nên sảnh rất ồn ào chộn rộn,ngày nghĩ trùng với dịp ks have seminars nên sảnh rất ồn ào chộn rộn,negative
tôi khá hài lòng với kì nghỉ này vị trí khách sạn gần biển khu ăn uống vui chơi và thăm quan,tôi khá satisfied with kì nghỉ này vị trí hotel near the sea khu ăn uống vui chơi và thăm quan,positive
tuy nhiên phòng ngủ nhỏ cũ kĩ và có mùi ẩm mốc,tuy nhiên phòng ngủ nhỏ cũ kĩ và có mùi humidity,negative
buffet sáng đơn điệu kg có sự thay đổi hồ bơi bẩn,buffet sáng monotomic kg có sự change the lake bơi bẩn,negative
đội ngũ nhân viên chuyên nghiệp có trách nhiệm nhiệt tình,đội ngũ nhân viên chuyên nghiệp có enthusiastic responsibility,positive
khách sạn cần được nâng cấp sửa chữa để xứng tầm 4 sao,hotel needs được upgrade fix để xứng tầm 4 sao,negative
phòng standard ở ks này rất kém trang thiết bị cũ kỹ như từ những năm 90 tv crt 14 tủ lạnh cũ máy lạnh 1 cục có trang bị chức năng báo thức lúc nó đề pa chạy chẳng khác tiếng tàu lửa chạy bao nhiêu,phòng standard ở ks này rất kém trang thiết bị cũ kỹ như từ những năm 90 tv crt 14 tủ lạnh cũ máy lạnh 1 cục có trang bị chức năng báo thức lúc nó đề pa chạy chẳng khác tiếng tàu lửa chạy bao nhiêu,negative
phòng không có cửa sổ cửa chính và cửa phòng tắm bằng gỗ ép nên nếu bị bịt mắt rồi đưa vào đây khi mở mắt ra chắc chắn bạn sẽ rất khó biết được đây phòng của 1 khách sạn lớn 4 hay 1 phòng trọ,room without windows cửa chính và cửa phòng tắm bằng gỗ ép nên nếu bị bịt mắt rồi đưa vào đây khi mở mắt ra chắc chắn bạn sẽ rất khó biết được đây phòng của 1 khách sạn lớn 4 hay 1 phòng trọ,negative
gia đình tôi o 2 đêm nhung luc moi đến thấy phòng quá nho nên phải nâng cấp lên phòng deluxe moi o duoc,my family o 2 đêm nhung luc moi đến thấy phòng quá small nên phải nâng cấp lên phòng deluxe moi o duoc,neutral
ks nam o trung tâm nhung lần sau nên chọn từ lầu 5 tro lên,ks nam o trung tâm nhung lần sau nên chọn từ lầu 5 tro lên,neutral
sảnh nóng quá thiếu chỗ chơi cho trẻ con,sảnh nóng quá thiếu chỗ chơi cho trẻ con,negative
đội ngũ nhân viên được đào tạo chuyên nghiệp có trách nhiệm nhiệt tình,đội ngũ nhân viên trained professionally. có enthusiastic responsibility,positive
khách sạn cũ phong cách phục vụ như mậu dịch viên thời bao cấp,old hotel phong cách phục vụ như mậu dịch viên thời bao cấp,negative
buffet sáng đơn điệu giống y như nhau tất cả các sáng góp ý thì bảo gia đình chị tự đổi món đi,buffet sáng đơn điệu giống y như nhau tất cả các sáng góp ý thì bảo gia đình chị tự đổi món đi,negative
khách sạn cũ có vị trí đẹp ngay trung tâm bãi biển nha trang thuận tiện đi thăm thành phố và các đảo,old hotel có vị trí đẹp ngay trung tâm beaches nha trang thuận tiện đi thăm city and các đảo,positive
tuy nhiên phòng khá cũ và thiết bị kém điều hòa nhiệt độ kêu quá to phải gọi sửa chữa,tuy nhiên phòng khá cũ và thiết bị kém điều hòa nhiệt độ kêu quá to phải gọi sửa chữa,negative
cám ơn agoda com đã cho chúng tôi có kỳ nghỉ tuyệt vời,cám ơn agoda com đã cho chúng tôi có a great holiday,positive
kyf nghỉ thật tuyệt vời hy vọng năm sau chúng tôi sẽ quay lại,kyf nghỉ thật tuyệt vời hope năm sau chúng tôi sẽ come back,positive
nhân viên khách sạn phục vụ chu đáo,hotel staff serving chu đáo,positive
tuy nhiên phòng khách sạn hơi nhỏ cơ sở vật chất k được tốt lắm,tuy nhiên hotel room hơi nhỏ cơ sở vật chất k được tốt lắm,positive
buffet sáng thì bình thương,buffet sáng thì normal,negative
nghỉ ngơi ở nha trang rất tuyệt,relax ở nha trang rất tuyệt,positive
tuy nhiên khách sạn cần nâng cấp,tuy nhiên hotel need upgrading,neutral
trở lại sau 4 năm mọi thứ xung quanh đã thay đổi khách sạn cũng thay đổi nhiều,come back later 4 năm mọi thứ xung quanh đã thay đổi hotel also changes nhiều,neutral
phòng ốc đã xuống cấp do thời gian,phòng ốc đã xuống cấp do thời gian,neutral
địa điểm rất trung tâm giá cả phù hợp,địa điểm rất center giá cả phù hợp,positive
khách sạn 4sao nhưng chất lượng phòng chỉ 2sao xuống cấp phòng vệ sinh và các thiết bị nhà tắm xuống cấp,khách sạn 4sao nhưng quality phòng chỉ 2sao xuống cấp phòng vệ sinh và các thiết bị nhà tắm xuống cấp,negative
khách sạn này rất tốt vì nằm trên đường trần phú,this hotel rất tốt vì nằm trên đường trần phú,positive
nhân viên phục vụ tốt và chỗ đậu xe cũng tốt,nhân viên serve well and chỗ đậu xe cũng tốt,positive
phòng thì okie,phòng thì okie,positive
đầy đủ tiện nghi và nước mạnh,đầy đủ amenities and water mạnh,positive
khách sạn chỉ có cái là đồ ăn sáng không còn phong phú như xưa,hotel only có cái là đồ ăn sáng không còn diverse như xưa,negative
ăn một lần xong là lần sau không muốn ăn nữa rồi,ăn một lần xong là lần sau not muốn ăn nữa rồi,negative
do loại phòng đặt của chúng tôi là loại standard hạng nhỏ không có cửa sổ khá lá bí bức nên chúng tôi ra ngoài đến tận đêm mới về,do loại phòng đặt của chúng tôi là type standard hạng nhỏ without windows khá lá bí bức nên chúng tôi ra ngoài đến tận đêm mới về,neutral
rất may mắn yasaka thuận lợi về vị trí,rất may mắn yasaka thuận lợi về location,positive
từ yasaka đi dọc bờ biển trong vòng 2km có thể tới các quán bar và club đẹp các quán ăn ngon và rẻ gần đường bờ kè,từ yasaka đi dọc bờ biển trong vòng 2km có thể tới các quán bar và club đẹp các quán ăn ngon và rẻ gần đường bờ kè,neutral
hơn nữa bản thân khách sạn yasaka cũng có bữa sáng tự chọn khá ngon có thể ngồi ngắm biển ngay tại nhà hàng tầng 1 tạo ra một cảm giác rất thư thái,hơn nữa bản thân khách sạn yasaka cũng có bữa sáng tự chọn khá ngon có thể ngồi ngắm biển ngay tại nhà hàng first floor tạo ra một cảm giác rất relax,positive
phục vụ tốt,phục vụ well,positive
phòng nước nóng rất yếu có lẻ ở lầu 10,room nước nóng rất weak có lẻ ở lầu 10,negative
nhân viên vui vẻ,nhân viên happy,positive
để quên đồ nhân viên phục vụ gởi lại lễ tân,để quên đồ service personnel gởi lại lễ tân,neutral
tôi đánh giá rất cao về việc này,tôi đánh giá rất high về việc này,positive
chúng tôi thuê 3 phòng phòng hơi cũ tuy nhiên sạch và đáng với đồng tiền,chúng tôi thuê 3 phòng steam room cũ tuy nhiên sạch và đáng with the currency,neutral
vị trí của khách sạn rất tốt có thể đi bộ dọc bờ biển trên đường trần phú,location of the hotel rất tốt can walk dọc bờ biển trên đường trần phú,positive
nhân viên giúp đỡ rất tận tình đã cho chúng tôi mượn xe lăn để có thể đưa mẹ chúng tôi tiếp tục đi chơi vì bà bị đau chân,nhân viên giúp đỡ rất tận tình đã cho chúng tôi mượn xe lăn để có thể đưa mẹ chúng tôi tiếp tục đi chơi vì bà bị đau chân,positive
mưa nhiều nên không thể đi đâu chơi được,mưa nhiều nên không thể đi đâu chơi được,neutral
nhưng cũng vui,but also vui,positive
khách sạn thì không vừa ý lắm nhưng cũng tạm được,hotel is not. vừa ý lắm but also tạm được,neutral
khách sạn ở vị trí trung tâm đường trần phú rất đẹp và thuận lợi cho việc đi lại,khách sạn ở central location đường trần phú rất đẹp và thuận lợi cho việc đi lại,positive
tuy nhiên phòng ở tại yasaka đã cũ và hơi xuống cấp,tuy nhiên phòng ở tại yasaka đã cũ và hơi xuống cấp,negative
mình nghĩ khách sạn cần nâng cấp để điều kiện ở được tốt hơn,mình nghĩ khách sạn needs upgrading to điều kiện ở được tốt hơn,neutral
tôi chọn yasaka vì muốn chơi tennis nhưng đến nơi mới biết sân đang sửa chữa không thể sử dụng,tôi chọn yasaka vì muốn chơi tennis nhưng đến nơi mới biết sân are repairing không thể sử dụng,neutral
tôi nghĩ khách sạn nên thông báo cho khách về việc này,tôi nghĩ hotel should thông báo for guests về việc này,neutral
địa điểm rất tốt giá cả hợp lý thức ăn phong phú thích nhất là cái cafe to đùng và hoành tráng,"địa điểm rất tốt giá cả hợp lý thức ăn phong phú thích most importantly, cái cafe to đùng và hoành tráng",positive
tôi đã có một kỳ nghỉ thoải mái dù thời tiết không thực sự tốt,tôi đã có a holiday thoải mái dù thời tiết is not really good.,positive
chúng tôi rất thất vọng về tiện nghi cơ sở vật chất của khách sạn,chúng tôi rất thất vọng về tiện nghi cơ sở vật chất of the hotel,negative
dù cho có phòng tiêu chuẩn standard đi nữa thì cũng nên thu xếp đễ xứng danh khach sạn đẳng cấp 4,dù cho có phòng tiêu chuẩn standard đi nữa thì cũng nên thu xếp đễ xứng danh khach sạn vippro 4 start,neutral
chúng tôi cũng từng ở phòng standard của các khách sạn 4 khac nhưng đây thật là khách sạn kỳ quái nhất,chúng tôi cũng từng ở phòng standard của các khách sạn 4 khac nhưng đây thật là khách sạn bizarre nhất,neutral
chẳng bao giờ chúng tôi đến khách sạn này nữa,chẳng bao giờ chúng tôi đến this hotel nữa,neutral
một kỳ nghỉ thú vị lãng mạn,a holiday thú vị lãng mạn,positive
khách sạn phục vụ tốt vui vẻ và nhiệt tình nhưng phòng nhỏ hơi cũ nên có mùi không thơm không thoáng,hotel served well having fun and enthusiastic but phòng nhỏ hơi cũ nên có mùi không thơm không thoáng,positive
nói chung là chúng tôi tương đối hài lòng,nói chung là we tương đối satisfied,positive
khung cảnh đẹp nhân viên thân thiện,khung cảnh đẹp staff friendly,positive
ở khu trung tâm,ở khu center,neutral
nhân viên nhiệt tình và niềm nở phòng ở củng ok nhưng nhân viên dọn phòng hơi bất lịch sự tự tiện mở cửa phòng khi biết khách vẫn còn phía trong,enthusiastic staff and niềm nở phòng ở củng ok nhưng cleaning staff steam room bất lịch sự tự tiện mở cửa phòng khi biết khách vẫn còn phía trong,positive
nên xem xét lại thái độ của dọn phòng,nên xem xét lại attitude của dọn phòng,neutral
tuy chỉ lưu lại khách sạn 1 đêm nhưng tôi hoàn toàn ngạc nhiên với phong cách chuyên nghiệp của khách sạn này,tuy chỉ lưu lại khách sạn 1 đêm nhưng tôi hoàn toàn ngạc nhiên với professional styles của this hotel,positive
với vị trí thuận lợi nằm ngay con đường đẹp nhất nha trang việc di chuyển đến khách sạn dễ dàng thuận tiện,với vị trí thuận lợi nằm ngay con đường đẹp nhất nha trang việc di chuyển until the endách sạn dễ dàng thuận tiện,positive
